(210,90,15),
(211,28,6),
(212,216,17),
(213,49,17),
(214,126,16),
(215,79,12),
(216,41,9),
(217,101,13),
(218,220,9),
(219,107,17),
(220,47,14),
(221,229,12),
(222,155,14),
(223,12,8),
(224,186,12),
(225,217,5),
(226,7,12),
(227,56,10),
(228,90,9),
(229,155,8),
(230,107,18),
(231,208,20),
(232,145,12),
(233,52,13),
(234,68,10),
(235,249,10),
(236,73,7),
(237,126,17),
(238,19,14),
(239,52,11),
(240,19,8),
(241,94,5),
(242,172,11),
(243,30,19),
(244,175,6),
(245,106,18),
(246,146,19),
(247,60,12),
(248,232,14),
(249,156,19),
(250,241,11),
(251,97,13),
(252,82,11),
(253,60,18),
(254,62,19),
(255,237,9),
(256,222,10),
(257,26,10),
(258,194,7),
(259,133,20),
(260,108,19),
(261,112,5),
(262,241,19),
(263,154,12),
(264,248,9),
(265,94,20),
(266,219,14),
(267,117,15),
(268,138,10),
(269,103,15),
(270,194,18),
(271,22,14),
(272,9,20),
(273,35,19),
(274,78,19),
(275,58,16),
(276,126,10),
(277,60,8),
(278,143,17),
(279,193,5),
(280,220,19),
(281,6,14),
(282,12,10),
(283,174,6),
(284,223,19),
(285,162,7),
(286,249,12),
(287,56,17),
(288,127,14),
(289,185,12),
(290,123,9),
(291,82,6),
(292,79,20),
(293,160,18),
(294,125,14),
(295,36,9),
(296,149,13),
(297,146,6),
(298,167,7),
(299,104,8),
(300,149,14),
(301,67,19),
(302,54,10),
(303,174,13),
(304,171,5),
(305,98,11),
(306,12,17),
(307,247,19),
(308,53,9),
(309,79,8),
(310,200,8),
(311,82,13),
(312,218,15),
(313,16,17),
(314,31,13),
(315,161,12),
(316,148,17),
(317,95,15),
(318,97,6),
(319,135,14),
(320,143,7),
(321,44,14),
(322,63,8),
(323,86,19),
(324,98,6),
(325,143,6),
(326,122,7),
(327,213,20),
(328,24,11),
(329,40,17),
(330,227,20),
(331,26,16),
(332,237,11),
(333,218,19),
(334,125,17),
(335,116,8),
(336,46,6),
(337,220,19),
(338,232,15),
(339,67,13),
(340,126,16),
(341,229,11),
(342,100,20),
(343,77,15),
(344,209,16),
(345,102,12),
(346,243,19),
(347,88,12),
(348,108,11),
(349,43,13),
(350,178,19),
(351,180,14),
(352,182,13),
(353,58,12),
(354,240,5),
(355,111,11),
(356,234,12),
(357,174,10),
(358,162,5),
(359,124,20),
(360,53,13),
(361,231,15),
(362,182,19),
(363,9,11),
(364,68,7),
(365,1,11),
(366,10,9),
(367,77,12),
(368,232,12),
(369,42,5),
(370,235,8),
(371,110,11),
(372,229,10),
(373,124,6),
(374,21,20),
(375,128,16),
(376,193,5),
(377,222,9),
(378,226,15),
(379,5,14),
(380,108,15),
(381,132,11),
(382,186,16),
(383,79,9),
(384,119,7),
(385,70,7),
(386,115,9),
(387,134,7),
(388,2,18),
(389,183,6),
(390,175,18),
(391,140,20),
(392,67,16),
(393,128,18),
(394,200,14),
(395,107,16),
(396,126,14),
(397,66,14),
(398,57,15),
(399,195,10),
(400,204,15),
(401,219,8),
(402,45,6),
(403,240,12),
(404,30,6),
(405,157,9),
(406,98,5),
(407,67,10),
(408,95,8),
(409,230,12),
(410,47,18),
(411,2,18),
(412,26,13),
(413,5,9),
(414,234,20),
(415,67,18),
(416,179,13),
(417,220,13),
(418,39,5),
(419,79,17),
(420,20,12),
(421,139,11),
(422,171,17),
(423,10,5),
(424,147,13),
(425,250,16),
(426,68,20),
(427,245,16),
(428,102,14),
(429,215,5),
(430,151,20),
(431,173,6),
(432,193,7),
(433,108,11),
(434,91,17),
(435,72,10),
(436,216,19),
(437,147,17),
(438,194,6),
(439,182,17),
(440,238,9),
(441,180,20),
(442,171,14),
(443,83,8),
(444,84,17),
(445,95,15),
(446,250,5),
(447,167,12),
(448,163,13),
(449,39,14),
(450,82,10),
(451,91,18),
(452,239,10),
(453,223,5),
(454,128,13),
(455,38,20),
(456,174,20),
(457,36,12),
(458,48,20),
(459,207,13),
(460,13,10),
(461,153,12),
(462,21,20),
(463,222,13),
(464,122,7),
(465,123,16),
(466,177,18),
(467,158,20),
(468,148,6),
(469,248,19),
(470,136,19),
(471,3,10),
(472,119,14),
(473,83,14),
(474,101,5),
(475,97,7),
(476,80,13),
(477,83,10),
(478,16,14),
(479,222,20),
(480,42,13),
(481,247,16),
(482,207,16),
(483,47,13),
(484,146,15),
(485,242,18),
(486,23,16),
(487,120,14),
(488,6,8),
(489,142,9),
(490,126,7),
(491,35,8),
(492,43,13),
(493,25,19),
(494,6,7),
(495,214,16),
(496,110,20),
(497,57,11),
(498,46,18),
(499,74,16),
(500,121,9),
(501,70,9),
(502,204,12),
(503,100,13),
(504,250,20),
(505,194,8),
(506,228,20),
(507,54,18),
(508,25,19),
(509,105,9),
(510,118,17),
(511,182,10),
(512,50,7),
(513,225,6),
(514,64,19),
(515,167,12),
(516,84,12),
(517,28,15),
(518,138,12),
(519,126,5),
(520,176,5),
(521,104,16),
(522,212,20),
(523,70,18),
(524,111,16),
(525,22,5),
(526,131,9),
(527,101,8),
(528,182,12),
(529,161,12),
(530,218,18),
(531,157,12),
(532,182,6),
(533,28,5),
(534,56,9),
(535,229,18),
(536,133,6),
(537,85,17),
(538,204,13),
(539,52,8),
(540,35,19),
(541,149,16),
(542,143,8),
(543,70,7),
(544,249,7),
(545,142,15),
(546,200,7),
(547,10,18),
(548,233,18),
(549,186,5),
(550,125,12),
(551,11,10),
(552,196,18),
(553,145,17),
(554,72,10),
(555,232,6),
(556,242,16),
(557,87,5),
(558,34,17),
(559,102,5),
(560,87,18),
(561,234,9),
(562,198,20),
(563,45,14),
(564,88,14),
(565,25,12),
(566,62,16),
(567,120,20),
(568,180,16),
(569,74,16),
(570,187,19),
(571,154,7),
(572,178,8),
(573,77,9),
(574,236,8),
(575,234,10),
(576,118,9),
(577,122,15),
(578,42,16),
(579,117,5),
(580,240,16),
(581,33,20),
(582,64,11),
(583,120,15),
(584,9,16),
(585,31,5),
(586,104,19),
(587,246,15),
(588,122,18),
(589,7,18),
(590,106,20),
(591,166,13),
(592,28,20),
(593,58,14),
(594,32,20),
(595,198,13),
(596,211,8),
(597,1,15),
(598,220,13),
(599,136,20),
(600,191,9),
(601,173,15)}
